MPC Date,tone_GT_entire,tone_GT,flair_fast_scores,flair_scores,blob_scores,bing_scores,gi_scores,mpqa_scores,nrc_scores,lm_scores,compound_scores,afinn_scores
20200917,-4.761904761904762,-4.761904761904762,-0.25,-0.3333333333333333,0.047363745538087657,0.10526315789473684,-0.16981132075471697,0.0891089108910891,0.32051282051282054,-0.3333333333333333,-0.02,13.0
20201119,-7.462686567164179,-4.477611940298507,-0.04225352112676056,-0.2676056338028169,0.06186286831448124,0.17073170731707318,-0.017543859649122806,0.3211009174311927,0.38562091503267976,-0.14285714285714285,0.09,40.0
20210121,6.451612903225806,6.451612903225806,-0.30434782608695654,-0.36231884057971014,0.03962015109073933,0.1111111111111111,-0.05454545454545454,0.22,0.37333333333333335,-0.15151515151515152,0.1,44.0
20210325,10.0,12.857142857142858,-0.21052631578947367,-0.18421052631578946,0.04583089357655831,0.13580246913580246,-0.14814814814814814,0.2222222222222222,0.38636363636363635,0.1794871794871795,0.1,49.0
20210722,26.38888888888889,26.38888888888889,-0.15,-0.375,0.06413077685777074,0.0,-0.29411764705882354,0.13559322033898305,0.2916666666666667,-0.07407407407407407,0.08,38.0
20210923,19.51219512195122,19.51219512195122,-0.29545454545454547,-0.3181818181818182,0.048397196163468346,-0.13333333333333333,-0.24242424242424243,0.12195121951219512,0.25252525252525254,-0.28,0.02,12.0
20211118,24.096385542168676,26.50602409638554,-0.5227272727272727,-0.5227272727272727,0.030901574005969597,-0.10256410256410256,-0.3333333333333333,0.19230769230769232,0.30526315789473685,-0.4090909090909091,0.08,29.0
20220127,14.634146341463415,14.634146341463415,-0.26881720430107525,-0.3333333333333333,0.04478954019998796,0.033707865168539325,-0.38028169014084506,0.28205128205128205,0.26,-0.21568627450980393,0.11,62.0
20220324,30.263157894736842,30.263157894736842,-0.16049382716049382,-0.43209876543209874,0.0578979723979724,-0.022727272727272728,-0.48717948717948717,0.06422018348623854,0.2807017543859649,-0.3877551020408163,0.09,43.0
20220519,28.91566265060241,28.91566265060241,-0.2,-0.3111111111111111,0.05442460317460318,0.0136986301369863,-0.4074074074074074,0.1891891891891892,0.2925764192139738,-0.2857142857142857,0.08,46.0
20220721,35.44303797468354,35.44303797468354,-0.21839080459770116,-0.4482758620689655,0.04479414914981925,-0.2698412698412698,-0.5466666666666666,0.13043478260869565,0.26605504587155965,-0.4,0.09,37.0
20220922,0.0,0.0,-0.3,-0.46,0.009372707171214639,-0.23076923076923078,-0.5555555555555556,-0.047619047619047616,0.18454935622317598,-0.5111111111111111,0.04,25.0
20221124,3.9603960396039604,5.9405940594059405,-0.39285714285714285,-0.375,0.02006895378657037,-0.3698630136986301,-0.6056338028169014,-0.12,0.21973094170403587,-0.48936170212765956,0.03,14.0
20230126,4.854368932038835,4.854368932038835,-0.40540540540540543,-0.5495495495495496,0.019173686902560137,-0.14634146341463414,-0.46236559139784944,0.07692307692307693,0.20152091254752852,-0.24,0.09,62.0
20230330,6.666666666666667,6.666666666666667,-0.2542372881355932,-0.3898305084745763,0.03127994227994228,-0.23595505617977527,-0.4105263157894737,0.09836065573770492,0.24615384615384617,-0.2903225806451613,0.02,24.0
20230525,17.204301075268816,17.204301075268816,-0.24271844660194175,-0.4563106796116505,0.03379317491019618,-0.20987654320987653,-0.41935483870967744,0.1891891891891892,0.21810699588477367,-0.23076923076923078,0.04,36.0
