MPC Date,tone_GT_entire,tone_GT,flair_fast_scores,flair_scores,blob_scores,bing_scores,gi_scores,mpqa_scores,nrc_scores,lm_scores,compound_scores,afinn_scores
20180328,11.904761904761905,11.904761904761905,-0.3473684210526316,-0.2631578947368421,0.030954701271602686,0.09433962264150944,-0.2222222222222222,0.14705882352941177,0.20634920634920634,-0.2702702702702703,0.13,68.0
20180524,32.22222222222222,32.22222222222222,-0.2,-0.3894736842105263,0.05021213114103026,-0.07526881720430108,-0.10344827586206896,0.14285714285714285,0.35772357723577236,-0.352112676056338,0.08,49.0
20180719,-4.918032786885246,-4.918032786885246,-0.43283582089552236,-0.4626865671641791,0.02320392087183132,-0.32075471698113206,-0.4642857142857143,0.045454545454545456,0.2578616352201258,-0.7297297297297297,0.04,17.0
20180920,5.084745762711864,5.084745762711864,-0.4,-0.5,0.030909210165408502,-0.3333333333333333,-0.4716981132075472,0.12,0.25170068027210885,-0.7142857142857143,0.06,16.0
20181122,3.0303030303030303,0.0,-0.2463768115942029,-0.391304347826087,0.005602805715587669,-0.16129032258064516,-0.4915254237288136,0.15789473684210525,0.3409090909090909,-0.6842105263157895,0.06,26.0
20190117,-24.59016393442623,-24.59016393442623,-0.47058823529411764,-0.35294117647058826,-0.004279186422043564,-0.14754098360655737,-0.5384615384615384,0.0989010989010989,0.3416149068322981,-0.631578947368421,0.04,23.0
20190328,-17.333333333333332,-17.333333333333332,-0.46153846153846156,-0.41025641025641024,0.005740330130574027,-0.12121212121212122,-0.6470588235294118,0.010752688172043012,0.3333333333333333,-0.6842105263157895,0.02,17.0
20190524,-15.714285714285714,-15.714285714285714,-0.36,-0.5733333333333334,-0.005991802078758594,-0.12903225806451613,-0.4909090909090909,0.020833333333333332,0.30864197530864196,-0.5238095238095238,0.02,17.0
20190718,-28.78787878787879,-28.78787878787879,-0.16883116883116883,-0.5064935064935064,0.032897860107162426,-0.11688311688311688,-0.5223880597014925,0.0,0.15083798882681565,-0.6666666666666666,-0.0,0.0
20190919,-15.625,-15.625,-0.4,-0.45714285714285713,0.04029910277894151,-0.1746031746031746,-0.4909090909090909,-0.023255813953488372,0.22077922077922077,-0.4594594594594595,0.02,8.0
20191121,-37.5,-33.92857142857143,-0.40625,-0.59375,0.016519813519813516,-0.24242424242424243,-0.4909090909090909,-0.06382978723404255,0.2392638036809816,-0.5675675675675675,-0.04,-7.0
20200116,-33.333333333333336,-33.333333333333336,-0.3611111111111111,-0.3888888888888889,0.00014183648329989555,-0.11475409836065574,-0.47368421052631576,-0.01098901098901099,0.2781065088757396,-0.2727272727272727,0.02,8.0
20200319,-20.967741935483872,-20.967741935483872,-0.23943661971830985,-0.5211267605633803,0.030627903600464586,-0.3150684931506849,-0.40425531914893614,0.0,0.281437125748503,-0.6,-0.0,3.0
20200414,-19.642857142857142,-16.071428571428573,-0.26153846153846155,-0.23076923076923078,0.052735567687797,-0.13333333333333333,-0.36666666666666664,0.008547008547008548,0.21568627450980393,-0.4222222222222222,-0.06,-9.0
20200521,-10.714285714285714,-10.714285714285714,-0.15151515151515152,-0.30303030303030304,0.0578419526036976,0.1111111111111111,-0.3877551020408163,0.0,0.3082706766917293,-0.4857142857142857,0.02,6.0
20200723,-1.7241379310344827,-1.7241379310344827,-0.014925373134328358,-0.373134328358209,0.04887482222014597,0.1566265060240964,-0.24,0.09278350515463918,0.30935251798561153,-0.4,0.04,13.0
